source_desc,county_ansi,asd_desc,state_name,state_alpha,county_code,state_fips_code,statisticcat_desc,county_name,CV (%),year,country_code,load_time,domain_desc,end_code,class_desc,watershed_desc,country_name,domaincat_desc,freq_desc,commodity_desc,congr_district_code,region_desc,location_desc,reference_period_desc,week_ending,unit_desc,agg_level_desc,watershed_code,sector_desc,asd_code,Value,group_desc,util_practice_desc,state_ansi,prodn_practice_desc,zip_5,short_desc,begin_code
SURVEY,109,UPPER PENINSULA,MICHIGAN,MI,109,26,YIELD,MENOMINEE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, UPPER PENINSULA, MENOMINEE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,10,88.7,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,131,UPPER PENINSULA,MICHIGAN,MI,131,26,YIELD,ONTONAGON,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, UPPER PENINSULA, ONTONAGON",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,10,75,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,153,UPPER PENINSULA,MICHIGAN,MI,153,26,YIELD,SCHOOLCRAFT,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, UPPER PENINSULA, SCHOOLCRAFT",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,10,120,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,009,NORTHWEST,MICHIGAN,MI,009,26,YIELD,ANTRIM,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHWEST, ANTRIM",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,20,94.8,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,019,NORTHWEST,MICHIGAN,MI,019,26,YIELD,BENZIE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHWEST, BENZIE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,20,61.4,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,029,NORTHWEST,MICHIGAN,MI,029,26,YIELD,CHARLEVOIX,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHWEST, CHARLEVOIX",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,20,89.4,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,047,NORTHWEST,MICHIGAN,MI,047,26,YIELD,EMMET,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHWEST, EMMET",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,20,96.7,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,055,NORTHWEST,MICHIGAN,MI,055,26,YIELD,GRAND TRAVERSE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHWEST, GRAND TRAVERSE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,20,56.1,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,079,NORTHWEST,MICHIGAN,MI,079,26,YIELD,KALKASKA,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHWEST, KALKASKA",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,20,88.5,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,089,NORTHWEST,MICHIGAN,MI,089,26,YIELD,LEELANAU,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHWEST, LEELANAU",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,20,79,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,101,NORTHWEST,MICHIGAN,MI,101,26,YIELD,MANISTEE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHWEST, MANISTEE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,20,51.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,113,NORTHWEST,MICHIGAN,MI,113,26,YIELD,MISSAUKEE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHWEST, MISSAUKEE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,20,71.4,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,165,NORTHWEST,MICHIGAN,MI,165,26,YIELD,WEXFORD,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHWEST, WEXFORD",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,20,57.6,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,001,NORTHEAST,MICHIGAN,MI,001,26,YIELD,ALCONA,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHEAST, ALCONA",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,30,102.7,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,007,NORTHEAST,MICHIGAN,MI,007,26,YIELD,ALPENA,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHEAST, ALPENA",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,30,91,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,031,NORTHEAST,MICHIGAN,MI,031,26,YIELD,CHEBOYGAN,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHEAST, CHEBOYGAN",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,30,84.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,069,NORTHEAST,MICHIGAN,MI,069,26,YIELD,IOSCO,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHEAST, IOSCO",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,30,85.9,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,119,NORTHEAST,MICHIGAN,MI,119,26,YIELD,MONTMORENCY,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHEAST, MONTMORENCY",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,30,92.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,129,NORTHEAST,MICHIGAN,MI,129,26,YIELD,OGEMAW,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHEAST, OGEMAW",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,30,89.1,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,135,NORTHEAST,MICHIGAN,MI,135,26,YIELD,OSCODA,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHEAST, OSCODA",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,30,53.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,137,NORTHEAST,MICHIGAN,MI,137,26,YIELD,OTSEGO,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHEAST, OTSEGO",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,30,93.8,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,141,NORTHEAST,MICHIGAN,MI,141,26,YIELD,PRESQUE ISLE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, NORTHEAST, PRESQUE ISLE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,30,91.8,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,085,WEST CENTRAL,MICHIGAN,MI,085,26,YIELD,LAKE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, WEST CENTRAL, LAKE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,40,65,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,105,WEST CENTRAL,MICHIGAN,MI,105,26,YIELD,MASON,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, WEST CENTRAL, MASON",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,40,80.6,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,121,WEST CENTRAL,MICHIGAN,MI,121,26,YIELD,MUSKEGON,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, WEST CENTRAL, MUSKEGON",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,40,81,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,123,WEST CENTRAL,MICHIGAN,MI,123,26,YIELD,NEWAYGO,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, WEST CENTRAL, NEWAYGO",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,40,89.1,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,127,WEST CENTRAL,MICHIGAN,MI,127,26,YIELD,OCEANA,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, WEST CENTRAL, OCEANA",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,40,83.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,035,CENTRAL,MICHIGAN,MI,035,26,YIELD,CLARE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, CENTRAL, CLARE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,50,63.5,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,051,CENTRAL,MICHIGAN,MI,051,26,YIELD,GLADWIN,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, CENTRAL, GLADWIN",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,50,71.1,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,057,CENTRAL,MICHIGAN,MI,057,26,YIELD,GRATIOT,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, CENTRAL, GRATIOT",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,50,99.7,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,073,CENTRAL,MICHIGAN,MI,073,26,YIELD,ISABELLA,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, CENTRAL, ISABELLA",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,50,78.8,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,107,CENTRAL,MICHIGAN,MI,107,26,YIELD,MECOSTA,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, CENTRAL, MECOSTA",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,50,72,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,111,CENTRAL,MICHIGAN,MI,111,26,YIELD,MIDLAND,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, CENTRAL, MIDLAND",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,50,98.5,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,117,CENTRAL,MICHIGAN,MI,117,26,YIELD,MONTCALM,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, CENTRAL, MONTCALM",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,50,89.5,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,133,CENTRAL,MICHIGAN,MI,133,26,YIELD,OSCEOLA,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, CENTRAL, OSCEOLA",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,50,75,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,011,EAST CENTRAL,MICHIGAN,MI,011,26,YIELD,ARENAC,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, EAST CENTRAL, ARENAC",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,60,96.5,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,017,EAST CENTRAL,MICHIGAN,MI,017,26,YIELD,BAY,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, EAST CENTRAL, BAY",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,60,103.4,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,063,EAST CENTRAL,MICHIGAN,MI,063,26,YIELD,HURON,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, EAST CENTRAL, HURON",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,60,100.5,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,145,EAST CENTRAL,MICHIGAN,MI,145,26,YIELD,SAGINAW,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, EAST CENTRAL, SAGINAW",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,60,111.4,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,151,EAST CENTRAL,MICHIGAN,MI,151,26,YIELD,SANILAC,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, EAST CENTRAL, SANILAC",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,60,105,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,157,EAST CENTRAL,MICHIGAN,MI,157,26,YIELD,TUSCOLA,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, EAST CENTRAL, TUSCOLA",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,60,100.5,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,005,SOUTHWEST,MICHIGAN,MI,005,26,YIELD,ALLEGAN,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHWEST, ALLEGAN",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,70,91.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,021,SOUTHWEST,MICHIGAN,MI,021,26,YIELD,BERRIEN,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHWEST, BERRIEN",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,70,103.2,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,027,SOUTHWEST,MICHIGAN,MI,027,26,YIELD,CASS,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHWEST, CASS",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,70,101.7,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
